date,Tesla
2016-04-01,100
2016-04-02,48
2016-04-03,38
2016-04-04,33
2016-04-05,25
2016-04-06,26
2016-04-07,22
2016-04-08,22
2016-04-09,18
2016-04-10,19
2016-04-11,15
2016-04-12,16
2016-04-13,15
2016-04-14,15
2016-04-15,16
2016-04-16,17
2016-04-17,16
2016-04-18,15
2016-04-19,14
2016-04-20,13
2016-04-21,14
2016-04-22,15
2016-04-23,15
2016-04-24,14
2016-04-25,12
2016-04-26,12
2016-04-27,15
2016-04-28,12
2016-04-29,15
2016-04-30,12
2016-05-01,100
2016-05-02,80
2016-05-03,69
2016-05-04,73
2016-05-05,82
2016-05-06,88
2016-05-07,82
2016-05-08,80
2016-05-09,74
2016-05-10,73
2016-05-11,78
2016-05-12,79
2016-05-13,64
2016-05-14,93
2016-05-15,72
2016-05-16,74
2016-05-17,65
2016-05-18,58
2016-05-19,55
2016-05-20,66
2016-05-21,73
2016-05-22,92
2016-05-23,63
2016-05-24,58
2016-05-25,62
2016-05-26,72
2016-05-27,83
2016-05-28,72
2016-05-29,72
2016-05-30,52
2016-05-31,68
2016-06-01,75
2016-06-02,63
2016-06-03,67
2016-06-04,70
2016-06-05,77
2016-06-06,67
2016-06-07,58
2016-06-08,58
2016-06-09,73
2016-06-10,90
2016-06-11,100
2016-06-12,78
2016-06-13,60
2016-06-14,67
2016-06-15,75
2016-06-16,73
2016-06-17,78
2016-06-18,66
2016-06-19,53
2016-06-20,74
2016-06-21,74
2016-06-22,65
2016-06-23,63
2016-06-24,61
2016-06-25,78
2016-06-26,75
2016-06-27,55
2016-06-28,56
2016-06-29,61
2016-06-30,77
2016-07-01,100
2016-07-02,80
2016-07-03,63
2016-07-04,54
2016-07-05,63
2016-07-06,48
2016-07-07,45
2016-07-08,42
2016-07-09,58
2016-07-10,54
2016-07-11,46
2016-07-12,53
2016-07-13,72
2016-07-14,49
2016-07-15,59
2016-07-16,43
2016-07-17,65
2016-07-18,58
2016-07-19,52
2016-07-20,55
2016-07-21,68
2016-07-22,62
2016-07-23,60
2016-07-24,58
2016-07-25,52
2016-07-26,65
2016-07-27,63
2016-07-28,45
2016-07-29,47
2016-07-30,66
2016-07-31,67
2016-08-01,76
2016-08-02,81
2016-08-03,80
2016-08-04,69
2016-08-05,73
2016-08-06,74
2016-08-07,84
2016-08-08,66
2016-08-09,69
2016-08-10,72
2016-08-11,59
2016-08-12,74
2016-08-13,63
2016-08-14,93
2016-08-15,45
2016-08-16,72
2016-08-17,75
2016-08-18,47
2016-08-19,74
2016-08-20,70
2016-08-21,66
2016-08-22,50
2016-08-23,93
2016-08-24,100
2016-08-25,78
2016-08-26,84
2016-08-27,79
2016-08-28,71
2016-08-29,60
2016-08-30,76
2016-08-31,80
2016-09-01,81
2016-09-02,97
2016-09-03,96
2016-09-04,83
2016-09-05,73
2016-09-06,81
2016-09-07,72
2016-09-08,74
2016-09-09,71
2016-09-10,94
2016-09-11,92
2016-09-12,87
2016-09-13,93
2016-09-14,84
2016-09-15,84
2016-09-16,75
2016-09-17,77
2016-09-18,72
2016-09-19,74
2016-09-20,60
2016-09-21,75
2016-09-22,78
2016-09-23,77
2016-09-24,85
2016-09-25,76
2016-09-26,74
2016-09-27,84
2016-09-28,90
2016-09-29,84
2016-09-30,100
2016-10-01,78
2016-10-02,69
2016-10-03,87
2016-10-04,64
2016-10-05,68
2016-10-06,57
2016-10-07,73
2016-10-08,70
2016-10-09,72
2016-10-10,67
2016-10-11,63
2016-10-12,58
2016-10-13,70
2016-10-14,64
2016-10-15,73
2016-10-16,76
2016-10-17,59
2016-10-18,54
2016-10-19,76
2016-10-20,100
2016-10-21,87
2016-10-22,76
2016-10-23,81
2016-10-24,61
2016-10-25,52
2016-10-26,67
2016-10-27,66
2016-10-28,65
2016-10-29,80
2016-10-30,77
2016-10-31,80
2016-11-01,77
2016-11-02,91
2016-11-03,65
2016-11-04,69
2016-11-05,85
2016-11-06,85
2016-11-07,85
2016-11-08,72
2016-11-09,54
2016-11-10,63
2016-11-11,80
2016-11-12,59
2016-11-13,82
2016-11-14,62
2016-11-15,80
2016-11-16,72
2016-11-17,72
2016-11-18,82
2016-11-19,100
2016-11-20,73
2016-11-21,88
2016-11-22,73
2016-11-23,64
2016-11-24,76
2016-11-25,69
2016-11-26,85
2016-11-27,68
2016-11-28,66
2016-11-29,60
2016-11-30,62
2016-12-01,60
2016-12-02,72
2016-12-03,69
2016-12-04,78
2016-12-05,68
2016-12-06,70
2016-12-07,52
2016-12-08,71
2016-12-09,60
2016-12-10,79
2016-12-11,56
2016-12-12,63
2016-12-13,56
2016-12-14,80
2016-12-15,74
2016-12-16,78
2016-12-17,84
2016-12-18,89
2016-12-19,68
2016-12-20,74
2016-12-21,66
2016-12-22,76
2016-12-23,61
2016-12-24,82
2016-12-25,95
2016-12-26,83
2016-12-27,61
2016-12-28,89
2016-12-29,100
2016-12-30,91
2016-12-31,73
2017-01-01,98
2017-01-02,93
2017-01-03,98
2017-01-04,84
2017-01-05,81
2017-01-06,80
2017-01-07,87
2017-01-08,96
2017-01-09,86
2017-01-10,70
2017-01-11,85
2017-01-12,69
2017-01-13,80
2017-01-14,100
2017-01-15,94
2017-01-16,81
2017-01-17,71
2017-01-18,67
2017-01-19,72
2017-01-20,84
2017-01-21,86
2017-01-22,94
2017-01-23,83
2017-01-24,73
2017-01-25,70
2017-01-26,83
2017-01-27,76
2017-01-28,98
2017-01-29,82
2017-01-30,75
2017-01-31,72
2017-02-01,81
2017-02-02,66
2017-02-03,85
2017-02-04,98
2017-02-05,75
2017-02-06,90
2017-02-07,63
2017-02-08,95
2017-02-09,91
2017-02-10,74
2017-02-11,77
2017-02-12,94
2017-02-13,71
2017-02-14,75
2017-02-15,82
2017-02-16,76
2017-02-17,78
2017-02-18,86
2017-02-19,89
2017-02-20,81
2017-02-21,69
2017-02-22,72
2017-02-23,86
2017-02-24,92
2017-02-25,81
2017-02-26,100
2017-02-27,73
2017-02-28,97
2017-03-01,66
2017-03-02,81
2017-03-03,86
2017-03-04,96
2017-03-05,99
2017-03-06,80
2017-03-07,69
2017-03-08,77
2017-03-09,63
2017-03-10,88
2017-03-11,80
2017-03-12,84
2017-03-13,76
2017-03-14,80
2017-03-15,85
2017-03-16,63
2017-03-17,80
2017-03-18,90
2017-03-19,76
2017-03-20,83
2017-03-21,72
2017-03-22,58
2017-03-23,75
2017-03-24,82
2017-03-25,79
2017-03-26,100
2017-03-27,79
2017-03-28,73
2017-03-29,75
2017-03-30,79
2017-03-31,92
2017-04-01,67
2017-04-02,60
2017-04-03,76
2017-04-04,87
2017-04-05,74
2017-04-06,65
2017-04-07,56
2017-04-08,66
2017-04-09,86
2017-04-10,65
2017-04-11,82
2017-04-12,82
2017-04-13,87
2017-04-14,100
2017-04-15,80
2017-04-16,92
2017-04-17,80
2017-04-18,76
2017-04-19,73
2017-04-20,64
2017-04-21,65
2017-04-22,70
2017-04-23,64
2017-04-24,69
2017-04-25,66
2017-04-26,57
2017-04-27,63
2017-04-28,69
2017-04-29,79
2017-04-30,79
2017-05-01,100
2017-05-02,86
2017-05-03,94
2017-05-04,100
2017-05-05,92
2017-05-06,87
2017-05-07,79
2017-05-08,69
2017-05-09,84
2017-05-10,84
2017-05-11,97
2017-05-12,78
2017-05-13,85
2017-05-14,78
2017-05-15,78
2017-05-16,70
2017-05-17,66
2017-05-18,73
2017-05-19,87
2017-05-20,91
2017-05-21,74
2017-05-22,72
2017-05-23,79
2017-05-24,84
2017-05-25,81
2017-05-26,69
2017-05-27,88
2017-05-28,99
2017-05-29,67
2017-05-30,66
2017-05-31,71
2017-06-01,78
2017-06-02,77
2017-06-03,74
2017-06-04,100
2017-06-05,67
2017-06-06,80
2017-06-07,89
2017-06-08,75
2017-06-09,80
2017-06-10,87
2017-06-11,94
2017-06-12,87
2017-06-13,91
2017-06-14,80
2017-06-15,64
2017-06-16,85
2017-06-17,95
2017-06-18,96
2017-06-19,66
2017-06-20,64
2017-06-21,89
2017-06-22,76
2017-06-23,77
2017-06-24,89
2017-06-25,95
2017-06-26,86
2017-06-27,76
2017-06-28,76
2017-06-29,60
2017-06-30,78
2017-07-01,32
2017-07-02,35
2017-07-03,48
2017-07-04,45
2017-07-05,41
2017-07-06,42
2017-07-07,39
2017-07-08,36
2017-07-09,50
2017-07-10,38
2017-07-11,33
2017-07-12,35
2017-07-13,32
2017-07-14,34
2017-07-15,40
2017-07-16,35
2017-07-17,31
2017-07-18,28
2017-07-19,27
2017-07-20,32
2017-07-21,34
2017-07-22,36
2017-07-23,36
2017-07-24,29
2017-07-25,32
2017-07-26,40
2017-07-27,39
2017-07-28,40
2017-07-29,100
2017-07-30,69
2017-07-31,55
2017-08-01,81
2017-08-02,78
2017-08-03,100
2017-08-04,90
2017-08-05,80
2017-08-06,89
2017-08-07,72
2017-08-08,59
2017-08-09,83
2017-08-10,59
2017-08-11,67
2017-08-12,62
2017-08-13,66
2017-08-14,65
2017-08-15,51
2017-08-16,59
2017-08-17,57
2017-08-18,59
2017-08-19,75
2017-08-20,74
2017-08-21,55
2017-08-22,49
2017-08-23,58
2017-08-24,64
2017-08-25,66
2017-08-26,61
2017-08-27,60
2017-08-28,51
2017-08-29,52
2017-08-30,57
2017-08-31,61
2017-09-01,71
2017-09-02,80
2017-09-03,69
2017-09-04,65
2017-09-05,74
2017-09-06,67
2017-09-07,72
2017-09-08,50
2017-09-09,80
2017-09-10,60
2017-09-11,80
2017-09-12,73
2017-09-13,76
2017-09-14,100
2017-09-15,96
2017-09-16,84
2017-09-17,83
2017-09-18,64
2017-09-19,76
2017-09-20,65
2017-09-21,68
2017-09-22,70
2017-09-23,78
2017-09-24,76
2017-09-25,68
2017-09-26,68
2017-09-27,67
2017-09-28,64
2017-09-29,83
2017-09-30,77
2017-10-01,95
2017-10-02,87
2017-10-03,99
2017-10-04,95
2017-10-05,90
2017-10-06,82
2017-10-07,100
2017-10-08,96
2017-10-09,97
2017-10-10,82
2017-10-11,79
2017-10-12,72
2017-10-13,97
2017-10-14,95
2017-10-15,97
2017-10-16,92
2017-10-17,90
2017-10-18,79
2017-10-19,81
2017-10-20,86
2017-10-21,88
2017-10-22,87
2017-10-23,84
2017-10-24,80
2017-10-25,85
2017-10-26,89
2017-10-27,82
2017-10-28,72
2017-10-29,98
2017-10-30,76
2017-10-31,72
2017-11-01,5
2017-11-02,6
2017-11-03,6
2017-11-04,6
2017-11-05,6
2017-11-06,5
2017-11-07,5
2017-11-08,6
2017-11-09,6
2017-11-10,6
2017-11-11,7
2017-11-12,6
2017-11-13,6
2017-11-14,6
2017-11-15,6
2017-11-16,10
2017-11-17,100
2017-11-18,55
2017-11-19,32
2017-11-20,34
2017-11-21,26
2017-11-22,20
2017-11-23,19
2017-11-24,16
2017-11-25,15
2017-11-26,13
2017-11-27,11
2017-11-28,10
2017-11-29,9
2017-11-30,10
2017-12-01,85
2017-12-02,100
2017-12-03,91
2017-12-04,86
2017-12-05,70
2017-12-06,69
2017-12-07,64
2017-12-08,80
2017-12-09,75
2017-12-10,76
2017-12-11,63
2017-12-12,61
2017-12-13,69
2017-12-14,55
2017-12-15,65
2017-12-16,65
2017-12-17,55
2017-12-18,55
2017-12-19,66
2017-12-20,65
2017-12-21,57
2017-12-22,67
2017-12-23,89
2017-12-24,85
2017-12-25,86
2017-12-26,73
2017-12-27,67
2017-12-28,60
2017-12-29,63
2017-12-30,61
2017-12-31,68
2018-01-01,84
2018-01-02,86
2018-01-03,91
2018-01-04,93
2018-01-05,88
2018-01-06,98
2018-01-07,80
2018-01-08,87
2018-01-09,85
2018-01-10,95
2018-01-11,86
2018-01-12,81
2018-01-13,84
2018-01-14,86
2018-01-15,95
2018-01-16,93
2018-01-17,81
2018-01-18,65
2018-01-19,71
2018-01-20,100
2018-01-21,91
2018-01-22,88
2018-01-23,90
2018-01-24,90
2018-01-25,96
2018-01-26,89
2018-01-27,80
2018-01-28,99
2018-01-29,94
2018-01-30,83
2018-01-31,72
2018-02-01,19
2018-02-02,18
2018-02-03,20
2018-02-04,24
2018-02-05,20
2018-02-06,50
2018-02-07,100
2018-02-08,69
2018-02-09,51
2018-02-10,43
2018-02-11,42
2018-02-12,31
2018-02-13,29
2018-02-14,26
2018-02-15,24
2018-02-16,26
2018-02-17,28
2018-02-18,29
2018-02-19,24
2018-02-20,22
2018-02-21,24
2018-02-22,24
2018-02-23,26
2018-02-24,26
2018-02-25,25
2018-02-26,25
2018-02-27,23
2018-02-28,23
2018-03-01,82
2018-03-02,83
2018-03-03,89
2018-03-04,89
2018-03-05,73
2018-03-06,91
2018-03-07,74
2018-03-08,81
2018-03-09,89
2018-03-10,79
2018-03-11,96
2018-03-12,75
2018-03-13,80
2018-03-14,70
2018-03-15,70
2018-03-16,66
2018-03-17,81
2018-03-18,81
2018-03-19,74
2018-03-20,81
2018-03-21,68
2018-03-22,79
2018-03-23,76
2018-03-24,89
2018-03-25,91
2018-03-26,73
2018-03-27,69
2018-03-28,78
2018-03-29,83
2018-03-30,100
2018-03-31,92
2018-04-01,79
2018-04-02,100
2018-04-03,87
2018-04-04,68
2018-04-05,64
2018-04-06,78
2018-04-07,77
2018-04-08,82
2018-04-09,66
2018-04-10,62
2018-04-11,69
2018-04-12,73
2018-04-13,66
2018-04-14,88
2018-04-15,75
2018-04-16,71
2018-04-17,69
2018-04-18,72
2018-04-19,70
2018-04-20,76
2018-04-21,58
2018-04-22,77
2018-04-23,74
2018-04-24,74
2018-04-25,50
2018-04-26,63
2018-04-27,58
2018-04-28,71
2018-04-29,81
2018-04-30,66
2018-05-01,67
2018-05-02,89
2018-05-03,88
2018-05-04,93
2018-05-05,81
2018-05-06,75
2018-05-07,78
2018-05-08,92
2018-05-09,69
2018-05-10,79
2018-05-11,87
2018-05-12,83
2018-05-13,88
2018-05-14,72
2018-05-15,87
2018-05-16,89
2018-05-17,86
2018-05-18,76
2018-05-19,67
2018-05-20,100
2018-05-21,77
2018-05-22,87
2018-05-23,83
2018-05-24,80
2018-05-25,87
2018-05-26,75
2018-05-27,75
2018-05-28,78
2018-05-29,78
2018-05-30,86
2018-05-31,80
2018-06-01,90
2018-06-02,90
2018-06-03,92
2018-06-04,69
2018-06-05,76
2018-06-06,97
2018-06-07,88
2018-06-08,92
2018-06-09,74
2018-06-10,79
2018-06-11,85
2018-06-12,100
2018-06-13,90
2018-06-14,82
2018-06-15,75
2018-06-16,83
2018-06-17,90
2018-06-18,67
2018-06-19,79
2018-06-20,65
2018-06-21,70
2018-06-22,87
2018-06-23,83
2018-06-24,87
2018-06-25,74
2018-06-26,72
2018-06-27,79
2018-06-28,96
2018-06-29,95
2018-06-30,96
2018-07-01,68
2018-07-02,72
2018-07-03,82
2018-07-04,70
2018-07-05,61
2018-07-06,77
2018-07-07,80
2018-07-08,77
2018-07-09,88
2018-07-10,84
2018-07-11,80
2018-07-12,80
2018-07-13,76
2018-07-14,92
2018-07-15,92
2018-07-16,100
2018-07-17,72
2018-07-18,90
2018-07-19,81
2018-07-20,74
2018-07-21,93
2018-07-22,83
2018-07-23,78
2018-07-24,74
2018-07-25,88
2018-07-26,71
2018-07-27,84
2018-07-28,91
2018-07-29,88
2018-07-30,81
2018-07-31,83
2018-08-01,51
2018-08-02,78
2018-08-03,65
2018-08-04,69
2018-08-05,68
2018-08-06,52
2018-08-07,86
2018-08-08,100
2018-08-09,75
2018-08-10,72
2018-08-11,76
2018-08-12,69
2018-08-13,55
2018-08-14,63
2018-08-15,66
2018-08-16,58
2018-08-17,77
2018-08-18,74
2018-08-19,73
2018-08-20,74
2018-08-21,68
2018-08-22,65
2018-08-23,60
2018-08-24,78
2018-08-25,83
2018-08-26,69
2018-08-27,59
2018-08-28,75
2018-08-29,54
2018-08-30,60
2018-08-31,71
2018-09-01,49
2018-09-02,54
2018-09-03,47
2018-09-04,57
2018-09-05,48
2018-09-06,50
2018-09-07,99
2018-09-08,88
2018-09-09,68
2018-09-10,57
2018-09-11,64
2018-09-12,64
2018-09-13,58
2018-09-14,61
2018-09-15,54
2018-09-16,57
2018-09-17,53
2018-09-18,59
2018-09-19,59
2018-09-20,60
2018-09-21,50
2018-09-22,48
2018-09-23,58
2018-09-24,52
2018-09-25,51
2018-09-26,55
2018-09-27,56
2018-09-28,75
2018-09-29,74
2018-09-30,100
2018-10-01,100
2018-10-02,82
2018-10-03,74
2018-10-04,76
2018-10-05,77
2018-10-06,77
2018-10-07,74
2018-10-08,65
2018-10-09,76
2018-10-10,79
2018-10-11,59
2018-10-12,80
2018-10-13,72
2018-10-14,72
2018-10-15,77
2018-10-16,70
2018-10-17,56
2018-10-18,76
2018-10-19,82
2018-10-20,79
2018-10-21,74
2018-10-22,58
2018-10-23,69
2018-10-24,84
2018-10-25,82
2018-10-26,77
2018-10-27,75
2018-10-28,67
2018-10-29,61
2018-10-30,61
2018-10-31,64
2018-11-01,82
2018-11-02,96
2018-11-03,99
2018-11-04,97
2018-11-05,94
2018-11-06,84
2018-11-07,84
2018-11-08,79
2018-11-09,86
2018-11-10,94
2018-11-11,90
2018-11-12,85
2018-11-13,77
2018-11-14,93
2018-11-15,86
2018-11-16,92
2018-11-17,94
2018-11-18,96
2018-11-19,87
2018-11-20,78
2018-11-21,77
2018-11-22,73
2018-11-23,70
2018-11-24,91
2018-11-25,80
2018-11-26,88
2018-11-27,82
2018-11-28,86
2018-11-29,100
2018-11-30,76
2018-12-01,53
2018-12-02,68
2018-12-03,57
2018-12-04,57
2018-12-05,56
2018-12-06,65
2018-12-07,62
2018-12-08,68
2018-12-09,77
2018-12-10,72
2018-12-11,74
2018-12-12,75
2018-12-13,66
2018-12-14,74
2018-12-15,72
2018-12-16,67
2018-12-17,76
2018-12-18,73
2018-12-19,74
2018-12-20,68
2018-12-21,78
2018-12-22,84
2018-12-23,100
2018-12-24,77
2018-12-25,79
2018-12-26,67
2018-12-27,78
2018-12-28,70
2018-12-29,75
2018-12-30,72
2018-12-31,67
2019-01-01,74
2019-01-02,91
2019-01-03,93
2019-01-04,83
2019-01-05,86
2019-01-06,100
2019-01-07,91
2019-01-08,75
2019-01-09,95
2019-01-10,91
2019-01-11,88
2019-01-12,95
2019-01-13,83
2019-01-14,73
2019-01-15,79
2019-01-16,72
2019-01-17,89
2019-01-18,95
2019-01-19,96
2019-01-20,85
2019-01-21,78
2019-01-22,78
2019-01-23,75
2019-01-24,77
2019-01-25,75
2019-01-26,87
2019-01-27,85
2019-01-28,71
2019-01-29,74
2019-01-30,59
2019-01-31,78
2019-02-01,79
2019-02-02,96
2019-02-03,100
2019-02-04,82
2019-02-05,89
2019-02-06,92
2019-02-07,89
2019-02-08,82
2019-02-09,92
2019-02-10,86
2019-02-11,75
2019-02-12,74
2019-02-13,84
2019-02-14,62
2019-02-15,85
2019-02-16,96
2019-02-17,96
2019-02-18,71
2019-02-19,81
2019-02-20,98
2019-02-21,82
2019-02-22,94
2019-02-23,92
2019-02-24,90
2019-02-25,79
2019-02-26,85
2019-02-27,75
2019-02-28,98
2019-03-01,99
2019-03-02,75
2019-03-03,66
2019-03-04,71
2019-03-05,57
2019-03-06,60
2019-03-07,60
2019-03-08,52
2019-03-09,66
2019-03-10,59
2019-03-11,54
2019-03-12,50
2019-03-13,42
2019-03-14,50
2019-03-15,100
2019-03-16,83
2019-03-17,79
2019-03-18,74
2019-03-19,59
2019-03-20,60
2019-03-21,56
2019-03-22,74
2019-03-23,68
2019-03-24,66
2019-03-25,54
2019-03-26,57
2019-03-27,55
2019-03-28,50
2019-03-29,49
2019-03-30,58
2019-03-31,57
2019-04-01,80
2019-04-02,74
2019-04-03,76
2019-04-04,78
2019-04-05,80
2019-04-06,81
2019-04-07,87
2019-04-08,88
2019-04-09,79
2019-04-10,73
2019-04-11,71
2019-04-12,85
2019-04-13,86
2019-04-14,74
2019-04-15,76
2019-04-16,74
2019-04-17,81
2019-04-18,72
2019-04-19,98
2019-04-20,92
2019-04-21,97
2019-04-22,77
2019-04-23,100
2019-04-24,93
2019-04-25,98
2019-04-26,92
2019-04-27,91
2019-04-28,98
2019-04-29,78
2019-04-30,86
2019-05-01,83
2019-05-02,77
2019-05-03,79
2019-05-04,89
2019-05-05,84
2019-05-06,72
2019-05-07,72
2019-05-08,73
2019-05-09,72
2019-05-10,90
2019-05-11,100
2019-05-12,92
2019-05-13,70
2019-05-14,69
2019-05-15,72
2019-05-16,65
2019-05-17,69
2019-05-18,83
2019-05-19,85
2019-05-20,79
2019-05-21,75
2019-05-22,74
2019-05-23,70
2019-05-24,69
2019-05-25,90
2019-05-26,85
2019-05-27,59
2019-05-28,62
2019-05-29,74
2019-05-30,69
2019-05-31,75
2019-06-01,70
2019-06-02,87
2019-06-03,98
2019-06-04,99
2019-06-05,77
2019-06-06,82
2019-06-07,100
2019-06-08,95
2019-06-09,88
2019-06-10,67
2019-06-11,68
2019-06-12,81
2019-06-13,69
2019-06-14,65
2019-06-15,83
2019-06-16,77
2019-06-17,72
2019-06-18,72
2019-06-19,75
2019-06-20,70
2019-06-21,62
2019-06-22,74
2019-06-23,78
2019-06-24,63
2019-06-25,76
2019-06-26,61
2019-06-27,64
2019-06-28,68
2019-06-29,77
2019-06-30,70
2019-07-01,92
2019-07-02,78
2019-07-03,78
2019-07-04,91
2019-07-05,79
2019-07-06,91
2019-07-07,83
2019-07-08,74
2019-07-09,68
2019-07-10,83
2019-07-11,87
2019-07-12,100
2019-07-13,94
2019-07-14,96
2019-07-15,80
2019-07-16,82
2019-07-17,86
2019-07-18,73
2019-07-19,93
2019-07-20,100
2019-07-21,91
2019-07-22,88
2019-07-23,74
2019-07-24,76
2019-07-25,86
2019-07-26,80
2019-07-27,83
2019-07-28,95
2019-07-29,82
2019-07-30,84
2019-07-31,71
2019-08-01,78
2019-08-02,69
2019-08-03,100
2019-08-04,87
2019-08-05,81
2019-08-06,75
2019-08-07,88
2019-08-08,76
2019-08-09,75
2019-08-10,94
2019-08-11,89
2019-08-12,88
2019-08-13,72
2019-08-14,73
2019-08-15,81
2019-08-16,79
2019-08-17,88
2019-08-18,99
2019-08-19,83
2019-08-20,83
2019-08-21,76
2019-08-22,80
2019-08-23,83
2019-08-24,85
2019-08-25,83
2019-08-26,84
2019-08-27,73
2019-08-28,65
2019-08-29,73
2019-08-30,75
2019-08-31,87
2019-09-01,69
2019-09-02,55
2019-09-03,65
2019-09-04,62
2019-09-05,69
2019-09-06,66
2019-09-07,78
2019-09-08,77
2019-09-09,62
2019-09-10,72
2019-09-11,70
2019-09-12,68
2019-09-13,75
2019-09-14,76
2019-09-15,83
2019-09-16,73
2019-09-17,72
2019-09-18,73
2019-09-19,76
2019-09-20,75
2019-09-21,81
2019-09-22,79
2019-09-23,78
2019-09-24,71
2019-09-25,68
2019-09-26,64
2019-09-27,72
2019-09-28,100
2019-09-29,84
2019-09-30,75
2019-10-01,85
2019-10-02,82
2019-10-03,90
2019-10-04,82
2019-10-05,95
2019-10-06,90
2019-10-07,74
2019-10-08,83
2019-10-09,80
2019-10-10,79
2019-10-11,81
2019-10-12,82
2019-10-13,81
2019-10-14,87
2019-10-15,76
2019-10-16,82
2019-10-17,90
2019-10-18,88
2019-10-19,99
2019-10-20,100
2019-10-21,88
2019-10-22,88
2019-10-23,90
2019-10-24,96
2019-10-25,94
2019-10-26,85
2019-10-27,92
2019-10-28,92
2019-10-29,87
2019-10-30,77
2019-10-31,74
2019-11-01,4
2019-11-02,5
2019-11-03,5
2019-11-04,4
2019-11-05,5
2019-11-06,5
2019-11-07,5
2019-11-08,5
2019-11-09,5
2019-11-10,5
2019-11-11,4
2019-11-12,5
2019-11-13,5
2019-11-14,5
2019-11-15,6
2019-11-16,6
2019-11-17,5
2019-11-18,6
2019-11-19,6
2019-11-20,7
2019-11-21,12
2019-11-22,100
2019-11-23,68
2019-11-24,47
2019-11-25,34
2019-11-26,28
2019-11-27,21
2019-11-28,22
2019-11-29,17
2019-11-30,15
2019-12-01,100
2019-12-02,80
2019-12-03,68
2019-12-04,66
2019-12-05,65
2019-12-06,60
2019-12-07,70
2019-12-08,65
2019-12-09,58
2019-12-10,54
2019-12-11,54
2019-12-12,62
2019-12-13,58
2019-12-14,64
2019-12-15,62
2019-12-16,50
2019-12-17,44
2019-12-18,50
2019-12-19,54
2019-12-20,47
2019-12-21,60
2019-12-22,68
2019-12-23,63
2019-12-24,58
2019-12-25,63
2019-12-26,59
2019-12-27,61
2019-12-28,64
2019-12-29,63
2019-12-30,59
2019-12-31,58
2020-01-01,93
2020-01-02,92
2020-01-03,83
2020-01-04,100
2020-01-05,94
2020-01-06,79
2020-01-07,82
2020-01-08,75
2020-01-09,81
2020-01-10,84
2020-01-11,85
2020-01-12,80
2020-01-13,73
2020-01-14,82
2020-01-15,81
2020-01-16,73
2020-01-17,70
2020-01-18,77
2020-01-19,83
2020-01-20,69
2020-01-21,75
2020-01-22,84
2020-01-23,84
2020-01-24,74
2020-01-25,96
2020-01-26,81
2020-01-27,61
2020-01-28,69
2020-01-29,73
2020-01-30,82
2020-01-31,83
2020-02-01,88
2020-02-02,77
2020-02-03,81
2020-02-04,100
2020-02-05,89
2020-02-06,81
2020-02-07,68
2020-02-08,72
2020-02-09,74
2020-02-10,66
2020-02-11,59
2020-02-12,55
2020-02-13,56
2020-02-14,67
2020-02-15,81
2020-02-16,84
2020-02-17,69
2020-02-18,70
2020-02-19,70
2020-02-20,74
2020-02-21,71
2020-02-22,87
2020-02-23,76
2020-02-24,62
2020-02-25,66
2020-02-26,63
2020-02-27,57
2020-02-28,61
2020-02-29,72
2020-03-01,93
2020-03-02,79
2020-03-03,76
2020-03-04,86
2020-03-05,84
2020-03-06,86
2020-03-07,100
2020-03-08,85
2020-03-09,70
2020-03-10,71
2020-03-11,63
2020-03-12,59
2020-03-13,61
2020-03-14,71
2020-03-15,63
2020-03-16,55
2020-03-17,45
2020-03-18,56
2020-03-19,44
2020-03-20,43
2020-03-21,50
2020-03-22,51
2020-03-23,44
2020-03-24,48
2020-03-25,44
2020-03-26,52
2020-03-27,44
2020-03-28,60
2020-03-29,43
2020-03-30,41
2020-03-31,45
2020-04-01,68
2020-04-02,75
2020-04-03,66
2020-04-04,76
2020-04-05,74
2020-04-06,67
2020-04-07,65
2020-04-08,79
2020-04-09,64
2020-04-10,78
2020-04-11,74
2020-04-12,85
2020-04-13,69
2020-04-14,74
2020-04-15,68
2020-04-16,75
2020-04-17,78
2020-04-18,94
2020-04-19,99
2020-04-20,83
2020-04-21,82
2020-04-22,87
2020-04-23,72
2020-04-24,77
2020-04-25,95
2020-04-26,81
2020-04-27,88
2020-04-28,83
2020-04-29,98
2020-04-30,100
2020-05-01,80
2020-05-02,89
2020-05-03,71
2020-05-04,55
2020-05-05,67
2020-05-06,79
2020-05-07,77
2020-05-08,68
2020-05-09,77
2020-05-10,87
2020-05-11,68
2020-05-12,73
2020-05-13,76
2020-05-14,57
2020-05-15,57
2020-05-16,69
2020-05-17,61
2020-05-18,56
2020-05-19,55
2020-05-20,54
2020-05-21,53
2020-05-22,52
2020-05-23,63
2020-05-24,71
2020-05-25,60
2020-05-26,59
2020-05-27,76
2020-05-28,71
2020-05-29,66
2020-05-30,98
2020-05-31,100
2020-06-01,70
2020-06-02,62
2020-06-03,54
2020-06-04,66
2020-06-05,68
2020-06-06,83
2020-06-07,80
2020-06-08,78
2020-06-09,74
2020-06-10,74
2020-06-11,75
2020-06-12,69
2020-06-13,87
2020-06-14,86
2020-06-15,74
2020-06-16,76
2020-06-17,65
2020-06-18,73
2020-06-19,73
2020-06-20,88
2020-06-21,98
2020-06-22,76
2020-06-23,74
2020-06-24,75
2020-06-25,75
2020-06-26,73
2020-06-27,85
2020-06-28,100
2020-06-29,74
2020-06-30,78
2020-07-01,83
2020-07-02,82
