date,Microsoft
2016-03-31,76
2016-04-01,81
2016-04-02,53
2016-04-03,74
2016-04-04,90
2016-04-05,89
2016-04-06,96
2016-04-07,88
2016-04-08,91
2016-04-09,60
2016-04-10,73
2016-04-11,92
2016-04-12,95
2016-04-13,92
2016-04-14,100
2016-04-15,89
2016-04-16,72
2016-04-17,73
2016-04-18,91
2016-04-19,94
2016-04-20,91
2016-04-21,78
2016-04-22,84
2016-04-23,67
2016-04-24,68
2016-04-25,91
2016-04-26,91
2016-04-27,77
2016-04-28,79
2016-04-29,66
2016-04-30,64
2016-05-01,58
2016-05-02,81
2016-05-03,73
2016-05-04,100
2016-05-05,90
2016-05-06,79
2016-05-07,63
2016-05-08,70
2016-05-09,86
2016-05-10,90
2016-05-11,89
2016-05-12,83
2016-05-13,92
2016-05-14,73
2016-05-15,65
2016-05-16,83
2016-05-17,86
2016-05-18,88
2016-05-19,89
2016-05-20,80
2016-05-21,76
2016-05-22,60
2016-05-23,91
2016-05-24,87
2016-05-25,93
2016-05-26,94
2016-05-27,80
2016-05-28,61
2016-05-29,58
2016-05-30,66
2016-05-31,93
2016-06-01,100
2016-06-02,84
2016-06-03,90
2016-06-04,71
2016-06-05,63
2016-06-06,79
2016-06-07,93
2016-06-08,94
2016-06-09,79
2016-06-10,88
2016-06-11,64
2016-06-12,62
2016-06-13,90
2016-06-14,95
2016-06-15,90
2016-06-16,94
2016-06-17,82
2016-06-18,56
2016-06-19,61
2016-06-20,94
2016-06-21,73
2016-06-22,92
2016-06-23,81
2016-06-24,75
2016-06-25,69
2016-06-26,58
2016-06-27,95
2016-06-28,84
2016-06-29,88
2016-06-30,88
2016-07-01,84
2016-07-02,61
2016-07-03,70
2016-07-04,79
2016-07-05,79
2016-07-06,80
2016-07-07,92
2016-07-08,93
2016-07-09,61
2016-07-10,59
2016-07-11,87
2016-07-12,80
2016-07-13,89
2016-07-14,78
2016-07-15,76
2016-07-16,67
2016-07-17,68
2016-07-18,92
2016-07-19,100
2016-07-20,90
2016-07-21,86
2016-07-22,97
2016-07-23,68
2016-07-24,61
2016-07-25,93
2016-07-26,95
2016-07-27,98
2016-07-28,93
2016-07-29,89
2016-07-30,64
2016-07-31,68
2016-08-01,84
2016-08-02,94
2016-08-03,86
2016-08-04,94
2016-08-05,68
2016-08-06,63
2016-08-07,61
2016-08-08,89
2016-08-09,92
2016-08-10,83
2016-08-11,82
2016-08-12,74
2016-08-13,68
2016-08-14,61
2016-08-15,87
2016-08-16,84
2016-08-17,81
2016-08-18,83
2016-08-19,85
2016-08-20,67
2016-08-21,74
2016-08-22,81
2016-08-23,83
2016-08-24,100
2016-08-25,89
2016-08-26,85
2016-08-27,67
2016-08-28,62
2016-08-29,88
2016-08-30,94
2016-08-31,92
2016-09-01,85
2016-09-02,75
2016-09-03,55
2016-09-04,68
2016-09-05,72
2016-09-06,92
2016-09-07,91
2016-09-08,93
2016-09-09,88
2016-09-10,59
2016-09-11,57
2016-09-12,86
2016-09-13,88
2016-09-14,100
2016-09-15,90
2016-09-16,81
2016-09-17,62
2016-09-18,79
2016-09-19,92
2016-09-20,90
2016-09-21,92
2016-09-22,85
2016-09-23,92
2016-09-24,65
2016-09-25,66
2016-09-26,86
2016-09-27,94
2016-09-28,92
2016-09-29,91
2016-09-30,81
2016-10-01,60
2016-10-02,58
2016-10-03,81
2016-10-04,90
2016-10-05,96
2016-10-06,98
2016-10-07,86
2016-10-08,65
2016-10-09,71
2016-10-10,79
2016-10-11,92
2016-10-12,89
2016-10-13,92
2016-10-14,94
2016-10-15,66
2016-10-16,59
2016-10-17,84
2016-10-18,96
2016-10-19,100
2016-10-20,89
2016-10-21,81
2016-10-22,73
2016-10-23,60
2016-10-24,89
2016-10-25,90
2016-10-26,97
2016-10-27,96
2016-10-28,87
2016-10-29,72
2016-10-30,59
2016-10-31,79
2016-11-01,73
2016-11-02,95
2016-11-03,86
2016-11-04,72
2016-11-05,61
2016-11-06,57
2016-11-07,81
2016-11-08,82
2016-11-09,70
2016-11-10,89
2016-11-11,74
2016-11-12,66
2016-11-13,63
2016-11-14,75
2016-11-15,96
2016-11-16,77
2016-11-17,96
2016-11-18,91
2016-11-19,59
2016-11-20,62
2016-11-21,77
2016-11-22,95
2016-11-23,66
2016-11-24,73
2016-11-25,76
2016-11-26,66
2016-11-27,67
2016-11-28,79
2016-11-29,100
2016-11-30,89
2016-12-01,99
2016-12-02,88
2016-12-03,63
2016-12-04,73
2016-12-05,90
2016-12-06,77
2016-12-07,88
2016-12-08,92
2016-12-09,85
2016-12-10,66
2016-12-11,64
2016-12-12,75
2016-12-13,87
2016-12-14,100
2016-12-15,86
2016-12-16,76
2016-12-17,71
2016-12-18,59
2016-12-19,86
2016-12-20,93
2016-12-21,73
2016-12-22,89
2016-12-23,71
2016-12-24,54
2016-12-25,74
2016-12-26,75
2016-12-27,79
2016-12-28,77
2016-12-29,78
2016-12-30,73
2016-12-31,57
2017-01-01,58
2017-01-02,75
2017-01-03,93
2017-01-04,96
2017-01-05,88
2017-01-06,83
2017-01-07,77
2017-01-08,77
2017-01-09,75
2017-01-10,98
2017-01-11,83
2017-01-12,96
2017-01-13,79
2017-01-14,68
2017-01-15,54
2017-01-16,92
2017-01-17,100
2017-01-18,87
2017-01-19,93
2017-01-20,83
2017-01-21,72
2017-01-22,68
2017-01-23,98
2017-01-24,89
2017-01-25,99
2017-01-26,81
2017-01-27,68
2017-01-28,58
2017-01-29,62
2017-01-30,75
2017-01-31,88
2017-02-01,85
2017-02-02,92
2017-02-03,86
2017-02-04,64
2017-02-05,70
2017-02-06,83
2017-02-07,90
2017-02-08,100
2017-02-09,81
2017-02-10,92
2017-02-11,68
2017-02-12,70
2017-02-13,85
2017-02-14,91
2017-02-15,83
2017-02-16,84
2017-02-17,76
2017-02-18,54
2017-02-19,59
2017-02-20,82
2017-02-21,96
2017-02-22,89
2017-02-23,75
2017-02-24,89
2017-02-25,72
2017-02-26,66
2017-02-27,92
2017-02-28,97
2017-03-01,76
2017-03-02,75
2017-03-03,69
2017-03-04,44
2017-03-05,50
2017-03-06,90
2017-03-07,100
2017-03-08,78
2017-03-09,89
2017-03-10,77
2017-03-11,52
2017-03-12,49
2017-03-13,75
2017-03-14,88
2017-03-15,81
2017-03-16,81
2017-03-17,79
2017-03-18,59
2017-03-19,58
2017-03-20,90
2017-03-21,92
2017-03-22,81
2017-03-23,83
2017-03-24,65
2017-03-25,53
2017-03-26,57
2017-03-27,83
2017-03-28,73
2017-03-29,79
2017-03-30,90
2017-03-31,81
2017-04-01,62
2017-04-02,66
2017-04-03,91
2017-04-04,97
2017-04-05,92
2017-04-06,90
2017-04-07,85
2017-04-08,58
2017-04-09,59
2017-04-10,92
2017-04-11,87
2017-04-12,88
2017-04-13,88
2017-04-14,63
2017-04-15,60
2017-04-16,59
2017-04-17,75
2017-04-18,88
2017-04-19,89
2017-04-20,86
2017-04-21,95
2017-04-22,55
2017-04-23,56
2017-04-24,80
2017-04-25,100
2017-04-26,82
2017-04-27,74
2017-04-28,86
2017-04-29,58
2017-04-30,62
2017-05-01,73
2017-05-02,86
2017-05-03,93
2017-05-04,100
2017-05-05,76
2017-05-06,60
2017-05-07,54
2017-05-08,83
2017-05-09,73
2017-05-10,90
2017-05-11,85
2017-05-12,82
2017-05-13,61
2017-05-14,49
2017-05-15,82
2017-05-16,90
2017-05-17,86
2017-05-18,71
2017-05-19,73
2017-05-20,65
2017-05-21,50
2017-05-22,81
2017-05-23,70
2017-05-24,79
2017-05-25,65
2017-05-26,59
2017-05-27,62
2017-05-28,44
2017-05-29,68
2017-05-30,74
2017-05-31,77
2017-06-01,96
2017-06-02,75
2017-06-03,65
2017-06-04,60
2017-06-05,92
2017-06-06,86
2017-06-07,91
2017-06-08,84
2017-06-09,82
2017-06-10,56
2017-06-11,69
2017-06-12,95
2017-06-13,90
2017-06-14,87
2017-06-15,81
2017-06-16,83
2017-06-17,61
2017-06-18,58
2017-06-19,92
2017-06-20,99
2017-06-21,92
2017-06-22,81
2017-06-23,80
2017-06-24,58
2017-06-25,61
2017-06-26,100
2017-06-27,81
2017-06-28,91
2017-06-29,80
2017-06-30,97
2017-07-01,59
2017-07-02,57
2017-07-03,79
2017-07-04,83
2017-07-05,83
2017-07-06,87
2017-07-07,81
2017-07-08,62
2017-07-09,58
2017-07-10,85
2017-07-11,89
2017-07-12,91
2017-07-13,85
2017-07-14,74
2017-07-15,49
2017-07-16,61
2017-07-17,72
2017-07-18,89
2017-07-19,78
2017-07-20,86
2017-07-21,71
2017-07-22,55
2017-07-23,48
2017-07-24,100
2017-07-25,93
2017-07-26,92
2017-07-27,79
2017-07-28,78
2017-07-29,58
2017-07-30,53
2017-07-31,81
2017-08-01,88
2017-08-02,86
2017-08-03,81
2017-08-04,89
2017-08-05,55
2017-08-06,56
2017-08-07,77
2017-08-08,92
2017-08-09,76
2017-08-10,86
2017-08-11,82
2017-08-12,67
2017-08-13,54
2017-08-14,78
2017-08-15,88
2017-08-16,91
2017-08-17,88
2017-08-18,84
2017-08-19,44
2017-08-20,62
2017-08-21,84
2017-08-22,100
2017-08-23,90
2017-08-24,76
2017-08-25,81
2017-08-26,59
2017-08-27,47
2017-08-28,89
2017-08-29,93
2017-08-30,93
2017-08-31,100
2017-09-01,78
2017-09-02,55
2017-09-03,51
2017-09-04,74
2017-09-05,84
2017-09-06,94
2017-09-07,83
2017-09-08,73
2017-09-09,45
2017-09-10,58
2017-09-11,89
2017-09-12,81
2017-09-13,87
2017-09-14,81
2017-09-15,77
2017-09-16,55
2017-09-17,51
2017-09-18,100
2017-09-19,80
2017-09-20,93
2017-09-21,90
2017-09-22,80
2017-09-23,68
2017-09-24,56
2017-09-25,81
2017-09-26,87
2017-09-27,93
2017-09-28,90
2017-09-29,75
2017-09-30,45
2017-10-01,55
2017-10-02,96
2017-10-03,100
2017-10-04,95
2017-10-05,97
2017-10-06,92
2017-10-07,58
2017-10-08,62
2017-10-09,95
2017-10-10,96
2017-10-11,99
2017-10-12,84
2017-10-13,72
2017-10-14,48
2017-10-15,59
2017-10-16,84
2017-10-17,90
2017-10-18,85
2017-10-19,94
2017-10-20,83
2017-10-21,53
2017-10-22,54
2017-10-23,80
2017-10-24,96
2017-10-25,95
2017-10-26,84
2017-10-27,86
2017-10-28,64
2017-10-29,53
2017-10-30,94
2017-10-31,90
2017-11-01,78
2017-11-02,89
2017-11-03,79
2017-11-04,53
2017-11-05,54
2017-11-06,95
2017-11-07,78
2017-11-08,98
2017-11-09,79
2017-11-10,84
2017-11-11,64
2017-11-12,55
2017-11-13,98
2017-11-14,86
2017-11-15,81
2017-11-16,100
2017-11-17,94
2017-11-18,59
2017-11-19,64
2017-11-20,89
2017-11-21,89
2017-11-22,83
2017-11-23,64
2017-11-24,71
2017-11-25,59
2017-11-26,62
2017-11-27,89
2017-11-28,86
2017-11-29,87
2017-11-30,85
2017-12-01,98
2017-12-02,61
2017-12-03,71
2017-12-04,98
2017-12-05,93
2017-12-06,91
2017-12-07,89
2017-12-08,85
2017-12-09,63
2017-12-10,62
2017-12-11,81
2017-12-12,86
2017-12-13,100
2017-12-14,89
2017-12-15,92
2017-12-16,64
2017-12-17,55
2017-12-18,86
2017-12-19,83
2017-12-20,99
2017-12-21,98
2017-12-22,83
2017-12-23,57
2017-12-24,62
2017-12-25,85
2017-12-26,88
2017-12-27,82
2017-12-28,84
2017-12-29,87
2017-12-30,58
2017-12-31,48
2018-01-01,44
2018-01-02,81
2018-01-03,89
2018-01-04,100
2018-01-05,76
2018-01-06,50
2018-01-07,55
2018-01-08,87
2018-01-09,97
2018-01-10,81
2018-01-11,95
2018-01-12,73
2018-01-13,54
2018-01-14,56
2018-01-15,77
2018-01-16,91
2018-01-17,75
2018-01-18,86
2018-01-19,80
2018-01-20,55
2018-01-21,59
2018-01-22,86
2018-01-23,77
2018-01-24,81
2018-01-25,89
2018-01-26,71
2018-01-27,56
2018-01-28,57
2018-01-29,83
2018-01-30,94
2018-01-31,84
2018-02-01,87
2018-02-02,78
2018-02-03,65
2018-02-04,63
2018-02-05,82
2018-02-06,84
2018-02-07,84
2018-02-08,76
2018-02-09,85
2018-02-10,60
2018-02-11,63
2018-02-12,86
2018-02-13,74
2018-02-14,92
2018-02-15,100
2018-02-16,83
2018-02-17,69
2018-02-18,53
2018-02-19,75
2018-02-20,94
2018-02-21,91
2018-02-22,88
2018-02-23,80
2018-02-24,61
2018-02-25,66
2018-02-26,97
2018-02-27,99
2018-02-28,67
2018-03-01,77
2018-03-02,76
2018-03-03,56
2018-03-04,62
2018-03-05,89
2018-03-06,100
2018-03-07,77
2018-03-08,82
2018-03-09,78
2018-03-10,62
2018-03-11,46
2018-03-12,85
2018-03-13,99
2018-03-14,89
2018-03-15,78
2018-03-16,87
2018-03-17,56
2018-03-18,58
2018-03-19,83
2018-03-20,85
2018-03-21,89
2018-03-22,92
2018-03-23,73
2018-03-24,52
2018-03-25,61
2018-03-26,78
2018-03-27,80
2018-03-28,70
2018-03-29,79
2018-03-30,50
2018-03-31,48
2018-04-01,40
2018-04-02,86
2018-04-03,83
2018-04-04,75
2018-04-05,89
2018-04-06,83
2018-04-07,65
2018-04-08,49
2018-04-09,91
2018-04-10,82
2018-04-11,92
2018-04-12,80
2018-04-13,73
2018-04-14,55
2018-04-15,52
2018-04-16,100
2018-04-17,95
2018-04-18,85
2018-04-19,82
2018-04-20,94
2018-04-21,57
2018-04-22,51
2018-04-23,89
2018-04-24,91
2018-04-25,79
2018-04-26,87
2018-04-27,82
2018-04-28,50
2018-04-29,56
2018-04-30,78
2018-05-01,87
2018-05-02,84
2018-05-03,84
2018-05-04,86
2018-05-05,48
2018-05-06,47
2018-05-07,83
2018-05-08,84
2018-05-09,88
2018-05-10,89
2018-05-11,72
2018-05-12,51
2018-05-13,54
2018-05-14,94
2018-05-15,75
2018-05-16,76
2018-05-17,85
2018-05-18,72
2018-05-19,48
2018-05-20,53
2018-05-21,73
2018-05-22,97
2018-05-23,84
2018-05-24,87
2018-05-25,100
2018-05-26,57
2018-05-27,46
2018-05-28,67
2018-05-29,85
2018-05-30,78
2018-05-31,74
2018-06-01,87
2018-06-02,53
2018-06-03,63
2018-06-04,100
2018-06-05,92
2018-06-06,79
2018-06-07,82
2018-06-08,90
2018-06-09,41
2018-06-10,49
2018-06-11,88
2018-06-12,88
2018-06-13,87
2018-06-14,86
2018-06-15,66
2018-06-16,44
2018-06-17,53
2018-06-18,84
2018-06-19,88
2018-06-20,95
2018-06-21,82
2018-06-22,72
2018-06-23,55
2018-06-24,45
2018-06-25,79
2018-06-26,83
2018-06-27,76
2018-06-28,95
2018-06-29,98
2018-06-30,55
2018-07-01,51
2018-07-02,82
2018-07-03,95
2018-07-04,77
2018-07-05,84
2018-07-06,68
2018-07-07,62
2018-07-08,52
2018-07-09,89
2018-07-10,89
2018-07-11,91
2018-07-12,83
2018-07-13,82
2018-07-14,50
2018-07-15,49
2018-07-16,94
2018-07-17,91
2018-07-18,86
2018-07-19,94
2018-07-20,84
2018-07-21,54
2018-07-22,56
2018-07-23,93
2018-07-24,97
2018-07-25,86
2018-07-26,90
2018-07-27,68
2018-07-28,61
2018-07-29,46
2018-07-30,100
2018-07-31,98
2018-08-01,94
2018-08-02,81
2018-08-03,83
2018-08-04,45
2018-08-05,49
2018-08-06,96
2018-08-07,83
2018-08-08,79
2018-08-09,77
2018-08-10,89
2018-08-11,58
2018-08-12,52
2018-08-13,82
2018-08-14,91
2018-08-15,90
2018-08-16,81
2018-08-17,74
2018-08-18,55
2018-08-19,49
2018-08-20,98
2018-08-21,91
2018-08-22,80
2018-08-23,79
2018-08-24,86
2018-08-25,46
2018-08-26,52
2018-08-27,100
2018-08-28,87
2018-08-29,99
2018-08-30,89
2018-08-31,79
2018-09-01,52
2018-09-02,40
2018-09-03,66
2018-09-04,92
2018-09-05,100
2018-09-06,94
2018-09-07,79
2018-09-08,50
2018-09-09,53
2018-09-10,82
2018-09-11,79
2018-09-12,84
2018-09-13,71
2018-09-14,79
2018-09-15,49
2018-09-16,45
2018-09-17,70
2018-09-18,66
2018-09-19,71
2018-09-20,75
2018-09-21,59
2018-09-22,45
2018-09-23,43
2018-09-24,75
2018-09-25,76
2018-09-26,90
2018-09-27,79
2018-09-28,74
2018-09-29,43
2018-09-30,45
2018-10-01,92
2018-10-02,80
2018-10-03,100
2018-10-04,98
2018-10-05,76
2018-10-06,60
2018-10-07,48
2018-10-08,82
2018-10-09,89
2018-10-10,90
2018-10-11,82
2018-10-12,83
2018-10-13,50
2018-10-14,53
2018-10-15,80
2018-10-16,96
2018-10-17,84
2018-10-18,73
2018-10-19,79
2018-10-20,50
2018-10-21,59
2018-10-22,78
2018-10-23,84
2018-10-24,88
2018-10-25,71
2018-10-26,73
2018-10-27,45
2018-10-28,43
2018-10-29,86
2018-10-30,80
2018-10-31,74
2018-11-01,87
2018-11-02,81
2018-11-03,42
2018-11-04,53
2018-11-05,86
2018-11-06,93
2018-11-07,91
2018-11-08,90
2018-11-09,81
2018-11-10,54
2018-11-11,54
2018-11-12,84
2018-11-13,100
2018-11-14,80
2018-11-15,84
2018-11-16,80
2018-11-17,66
2018-11-18,43
2018-11-19,89
2018-11-20,91
2018-11-21,97
2018-11-22,84
2018-11-23,72
2018-11-24,62
2018-11-25,65
2018-11-26,95
2018-11-27,92
2018-11-28,90
2018-11-29,92
2018-11-30,81
2018-12-01,63
2018-12-02,58
2018-12-03,84
2018-12-04,98
2018-12-05,100
2018-12-06,100
2018-12-07,78
2018-12-08,45
2018-12-09,62
2018-12-10,80
2018-12-11,84
2018-12-12,73
2018-12-13,87
2018-12-14,81
2018-12-15,58
2018-12-16,46
2018-12-17,79
2018-12-18,82
2018-12-19,99
2018-12-20,87
2018-12-21,76
2018-12-22,54
2018-12-23,52
2018-12-24,56
2018-12-25,66
2018-12-26,72
2018-12-27,82
2018-12-28,69
2018-12-29,60
2018-12-30,46
2018-12-31,61
2019-01-01,52
2019-01-02,85
2019-01-03,78
2019-01-04,78
2019-01-05,41
2019-01-06,37
2019-01-07,87
2019-01-08,90
2019-01-09,86
2019-01-10,84
2019-01-11,85
2019-01-12,55
2019-01-13,49
2019-01-14,78
2019-01-15,92
2019-01-16,81
2019-01-17,82
2019-01-18,79
2019-01-19,36
2019-01-20,48
2019-01-21,73
2019-01-22,95
2019-01-23,76
2019-01-24,100
2019-01-25,89
2019-01-26,43
2019-01-27,45
2019-01-28,95
2019-01-29,88
2019-01-30,84
2019-01-31,82
2019-02-01,88
2019-02-02,48
2019-02-03,53
2019-02-04,85
2019-02-05,79
2019-02-06,94
2019-02-07,88
2019-02-08,82
2019-02-09,58
2019-02-10,46
2019-02-11,95
2019-02-12,98
2019-02-13,87
2019-02-14,84
2019-02-15,78
2019-02-16,72
2019-02-17,53
2019-02-18,78
2019-02-19,87
2019-02-20,91
2019-02-21,85
2019-02-22,79
2019-02-23,49
2019-02-24,58
2019-02-25,100
2019-02-26,88
2019-02-27,89
2019-02-28,86
2019-03-01,78
2019-03-02,53
2019-03-03,48
2019-03-04,84
2019-03-05,81
2019-03-06,82
2019-03-07,74
2019-03-08,78
2019-03-09,51
2019-03-10,48
2019-03-11,79
2019-03-12,100
2019-03-13,85
2019-03-14,77
2019-03-15,79
2019-03-16,42
2019-03-17,49
2019-03-18,78
2019-03-19,89
2019-03-20,77
2019-03-21,64
2019-03-22,78
2019-03-23,42
2019-03-24,51
2019-03-25,77
2019-03-26,85
2019-03-27,72
2019-03-28,82
2019-03-29,72
2019-03-30,48
2019-03-31,46
2019-04-01,83
2019-04-02,97
2019-04-03,100
2019-04-04,93
2019-04-05,88
2019-04-06,59
2019-04-07,61
2019-04-08,88
2019-04-09,89
2019-04-10,88
2019-04-11,92
2019-04-12,91
2019-04-13,50
2019-04-14,52
2019-04-15,90
2019-04-16,88
2019-04-17,94
2019-04-18,83
2019-04-19,71
2019-04-20,46
2019-04-21,39
2019-04-22,67
2019-04-23,76
2019-04-24,95
2019-04-25,95
2019-04-26,91
2019-04-27,54
2019-04-28,57
2019-04-29,74
2019-04-30,89
2019-05-01,84
2019-05-02,86
2019-05-03,85
2019-05-04,61
2019-05-05,31
2019-05-06,74
2019-05-07,81
2019-05-08,74
2019-05-09,83
2019-05-10,87
2019-05-11,47
2019-05-12,49
2019-05-13,88
2019-05-14,89
2019-05-15,86
2019-05-16,74
2019-05-17,75
2019-05-18,47
2019-05-19,54
2019-05-20,83
2019-05-21,100
2019-05-22,93
2019-05-23,87
2019-05-24,70
2019-05-25,46
2019-05-26,34
2019-05-27,54
2019-05-28,86
2019-05-29,80
2019-05-30,78
2019-05-31,69
2019-06-01,53
2019-06-02,46
2019-06-03,72
2019-06-04,77
2019-06-05,68
2019-06-06,88
2019-06-07,75
2019-06-08,42
2019-06-09,51
2019-06-10,84
2019-06-11,90
2019-06-12,89
2019-06-13,81
2019-06-14,74
2019-06-15,49
2019-06-16,52
2019-06-17,87
2019-06-18,83
2019-06-19,94
2019-06-20,89
2019-06-21,81
2019-06-22,51
2019-06-23,48
2019-06-24,83
2019-06-25,100
2019-06-26,82
2019-06-27,76
2019-06-28,87
2019-06-29,49
2019-06-30,42
2019-07-01,70
2019-07-02,83
2019-07-03,77
2019-07-04,77
2019-07-05,68
2019-07-06,46
2019-07-07,45
2019-07-08,99
2019-07-09,72
2019-07-10,97
2019-07-11,85
2019-07-12,82
2019-07-13,50
2019-07-14,47
2019-07-15,89
2019-07-16,77
2019-07-17,100
2019-07-18,85
2019-07-19,79
2019-07-20,43
2019-07-21,42
2019-07-22,79
2019-07-23,69
2019-07-24,76
2019-07-25,81
2019-07-26,80
2019-07-27,42
2019-07-28,48
2019-07-29,84
2019-07-30,99
2019-07-31,98
2019-08-01,72
2019-08-02,84
2019-08-03,40
2019-08-04,44
2019-08-05,70
2019-08-06,77
2019-08-07,88
2019-08-08,79
2019-08-09,81
2019-08-10,38
2019-08-11,50
2019-08-12,90
2019-08-13,95
2019-08-14,82
2019-08-15,75
2019-08-16,79
2019-08-17,53
2019-08-18,67
2019-08-19,83
2019-08-20,100
2019-08-21,94
2019-08-22,82
2019-08-23,81
2019-08-24,51
2019-08-25,50
2019-08-26,88
2019-08-27,77
2019-08-28,88
2019-08-29,96
2019-08-30,86
2019-08-31,50
2019-09-01,54
2019-09-02,78
2019-09-03,97
2019-09-04,99
2019-09-05,100
2019-09-06,79
2019-09-07,54
2019-09-08,51
2019-09-09,91
2019-09-10,83
2019-09-11,93
2019-09-12,94
2019-09-13,89
2019-09-14,53
2019-09-15,61
2019-09-16,93
2019-09-17,100
2019-09-18,95
2019-09-19,94
2019-09-20,77
2019-09-21,47
2019-09-22,45
2019-09-23,93
2019-09-24,80
2019-09-25,85
2019-09-26,87
2019-09-27,85
2019-09-28,53
2019-09-29,55
2019-09-30,93
2019-10-01,91
2019-10-02,91
2019-10-03,100
2019-10-04,78
2019-10-05,53
2019-10-06,49
2019-10-07,81
2019-10-08,84
2019-10-09,88
2019-10-10,82
2019-10-11,75
2019-10-12,47
2019-10-13,45
2019-10-14,78
2019-10-15,81
2019-10-16,78
2019-10-17,79
2019-10-18,66
2019-10-19,33
2019-10-20,42
2019-10-21,63
2019-10-22,74
2019-10-23,80
2019-10-24,69
2019-10-25,76
2019-10-26,46
2019-10-27,47
2019-10-28,82
2019-10-29,73
2019-10-30,69
2019-10-31,67
2019-11-01,71
2019-11-02,33
2019-11-03,51
2019-11-04,77
2019-11-05,92
2019-11-06,89
2019-11-07,90
2019-11-08,77
2019-11-09,51
2019-11-10,45
2019-11-11,72
2019-11-12,77
2019-11-13,88
2019-11-14,100
2019-11-15,74
2019-11-16,55
2019-11-17,44
2019-11-18,83
2019-11-19,87
2019-11-20,99
2019-11-21,94
2019-11-22,74
2019-11-23,57
2019-11-24,43
2019-11-25,80
2019-11-26,94
2019-11-27,78
2019-11-28,71
2019-11-29,57
2019-11-30,54
2019-12-01,53
2019-12-02,87
2019-12-03,91
2019-12-04,71
2019-12-05,85
2019-12-06,79
2019-12-07,48
2019-12-08,53
2019-12-09,77
2019-12-10,96
2019-12-11,100
2019-12-12,83
2019-12-13,69
2019-12-14,53
2019-12-15,45
2019-12-16,85
2019-12-17,91
2019-12-18,89
2019-12-19,83
2019-12-20,75
2019-12-21,41
2019-12-22,38
2019-12-23,60
2019-12-24,55
2019-12-25,52
2019-12-26,60
2019-12-27,59
2019-12-28,48
2019-12-29,50
2019-12-30,55
2019-12-31,59
2020-01-01,50
2020-01-02,78
2020-01-03,68
2020-01-04,48
2020-01-05,49
2020-01-06,94
2020-01-07,78
2020-01-08,81
2020-01-09,82
2020-01-10,71
2020-01-11,55
2020-01-12,62
2020-01-13,64
2020-01-14,84
2020-01-15,90
2020-01-16,99
2020-01-17,82
2020-01-18,64
2020-01-19,51
2020-01-20,85
2020-01-21,100
2020-01-22,87
2020-01-23,94
2020-01-24,83
2020-01-25,59
2020-01-26,44
2020-01-27,78
2020-01-28,86
2020-01-29,80
2020-01-30,93
2020-01-31,72
2020-02-01,55
2020-02-02,54
2020-02-03,100
2020-02-04,94
2020-02-05,92
2020-02-06,74
2020-02-07,89
2020-02-08,46
2020-02-09,54
2020-02-10,89
2020-02-11,99
2020-02-12,99
2020-02-13,94
2020-02-14,84
2020-02-15,47
2020-02-16,54
2020-02-17,83
2020-02-18,98
2020-02-19,85
2020-02-20,87
2020-02-21,83
2020-02-22,54
2020-02-23,50
2020-02-24,87
2020-02-25,89
2020-02-26,92
2020-02-27,93
2020-02-28,91
2020-02-29,56
2020-03-01,26
2020-03-02,44
2020-03-03,44
2020-03-04,50
2020-03-05,49
2020-03-06,43
2020-03-07,22
2020-03-08,22
2020-03-09,47
2020-03-10,48
2020-03-11,48
2020-03-12,51
2020-03-13,60
2020-03-14,37
2020-03-15,42
2020-03-16,79
2020-03-17,89
2020-03-18,100
2020-03-19,84
2020-03-20,90
2020-03-21,47
2020-03-22,54
2020-03-23,95
2020-03-24,89
2020-03-25,89
2020-03-26,86
2020-03-27,78
2020-03-28,46
2020-03-29,51
2020-03-30,83
2020-03-31,84
2020-04-01,98
2020-04-02,93
2020-04-03,93
2020-04-04,47
2020-04-05,52
2020-04-06,84
2020-04-07,94
2020-04-08,88
2020-04-09,85
2020-04-10,66
2020-04-11,48
2020-04-12,45
2020-04-13,79
2020-04-14,84
2020-04-15,97
2020-04-16,89
2020-04-17,94
2020-04-18,55
2020-04-19,49
2020-04-20,82
2020-04-21,100
2020-04-22,92
2020-04-23,82
2020-04-24,72
2020-04-25,46
2020-04-26,43
2020-04-27,87
2020-04-28,85
2020-04-29,77
2020-04-30,82
2020-05-01,81
2020-05-02,63
2020-05-03,58
2020-05-04,90
2020-05-05,96
2020-05-06,94
2020-05-07,88
2020-05-08,92
2020-05-09,55
2020-05-10,64
2020-05-11,98
2020-05-12,96
2020-05-13,100
2020-05-14,93
2020-05-15,86
2020-05-16,54
2020-05-17,46
2020-05-18,85
2020-05-19,89
2020-05-20,93
2020-05-21,84
2020-05-22,81
2020-05-23,51
2020-05-24,47
2020-05-25,72
2020-05-26,85
2020-05-27,82
2020-05-28,92
2020-05-29,83
2020-05-30,48
2020-05-31,45
2020-06-01,87
2020-06-02,92
2020-06-03,95
2020-06-04,91
2020-06-05,85
2020-06-06,47
2020-06-07,51
2020-06-08,93
2020-06-09,90
2020-06-10,100
2020-06-11,90
2020-06-12,90
2020-06-13,54
2020-06-14,54
2020-06-15,90
2020-06-16,87
2020-06-17,96
2020-06-18,82
2020-06-19,81
2020-06-20,57
2020-06-21,43
2020-06-22,96
2020-06-23,90
2020-06-24,87
2020-06-25,82
2020-06-26,83
2020-06-27,50
2020-06-28,48
2020-06-29,87
2020-06-30,92
2020-07-01,78
